Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"van der Merwe, H., Milton, S.J.","36451686500; 7101832645","Testing the Wiegand–Milton model: A long-term experiment to understand mechanisms driving vegetation dynamics in arid shrublands",2019,"Austral Ecology",44,"1",,49,59,,2,10.1111/aec.12651,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85052374013&partnerID=40&md5=8d7db65bfb29ace08b5f519e4f652219",Article,Final,,Scopus,2-s2.0-85052374013
"Bartholomew, M.E., Yee, C.M., Heller, W., Miller, G.A., Spielberg, J.M.","56073734100; 7102136638; 7102452208; 35555904700; 36132157100","Reconfiguration of brain networks supporting inhibition of emotional challenge",2019,"NeuroImage",186,"",,350,357,,1,10.1016/j.neuroimage.2018.10.066,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85056764642&partnerID=40&md5=c71d76240c08691070440e8cacb8dbfc",Article,Final,,Scopus,2-s2.0-85056764642
"McIntosh, A.F., Cox, P.G.","56973423700; 36338846600","The impact of digging on the evolution of the rodent mandible",2019,"Journal of Morphology",280,"2",,176,183,,2,10.1002/jmor.20929,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058838182&partnerID=40&md5=fd1ca2d5fc5f1070afb0a7c1840397ad",Article,Final,,Scopus,2-s2.0-85058838182
"Chang, Y.-S., Chen, Y.-S., Chiang, C.-W.","57204928589; 23134360200; 57196049113","The differences in pleasing value and learning performance among different groups using mobile augmented reality system for cultural environment learning",2019,"Multimedia Tools and Applications",78,"4",,4965,4986,,,10.1007/s11042-018-6928-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85057965100&partnerID=40&md5=b9fdb1bc59c5138f8aa2b16f6eef5bde",Article,Final,,Scopus,2-s2.0-85057965100
"Zare Khormizi, H., Salehinejad, M.A., Nitsche, M.A., Nejati, V.","57201464499; 57192210985; 7006259724; 57079899900","Sleep-deprivation and autobiographical memory: evidence from sleep-deprived nurses",2019,"Journal of Sleep Research",28,"1", e12683,,,,2,10.1111/jsr.12683,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044939023&partnerID=40&md5=285c0f10ec62f5584e9a0426f66d1db7",Article,Final,,Scopus,2-s2.0-85044939023
"Eckstein, F., Maschek, S., Roemer, F.W., Duda, G.N., Sharma, L., Wirth, W.","55539399100; 24773498600; 6701629240; 7005128043; 7103113992; 35209336800","Cartilage loss in radiographically normal knees depends on radiographic status of the contralateral knee – data from the Osteoarthritis Initiative",2019,"Osteoarthritis and Cartilage",27,"2",,273,277,,1,10.1016/j.joca.2018.10.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85056477368&partnerID=40&md5=19908859977df1794769587ca70dff6b",Article,Final,,Scopus,2-s2.0-85056477368
"Nedelec, B., Couture, M.-A., Calva, V., Poulin, C., Chouinard, A., Shashoua, D., Gauthier, N., Correa, J.A., de Oliveira, A., Mazer, B., LaSalle, L.","6602112566; 56988963500; 56817037600; 57204418344; 56989366200; 57204431778; 57204436681; 8450423500; 21645206900; 57193622515; 24176989000","Randomized controlled trial of the immediate and long-term effect of massage on adult postburn scar",2019,"Burns",45,"1",,128,139,,1,10.1016/j.burns.2018.08.018,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85055557209&partnerID=40&md5=945a59ccadfb306a1ffbe815753b4def",Article,Final,,Scopus,2-s2.0-85055557209
"Jalali, F., Hasani, A., Hashemi, S.F., Kimiaei, S.A., Babaei, A.","57200616700; 57200613890; 57200617552; 56806803000; 56121526200","Cognitive Group Therapy Based on Schema-Focused Approach for Reducing Depression in Prisoners Living With HIV",2019,"International Journal of Offender Therapy and Comparative Criminology",63,"2",,276,288,,,10.1177/0306624X18784185,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85049783228&partnerID=40&md5=6207f5916d4ff0b186042c57f121b628",Article,Final,,Scopus,2-s2.0-85049783228
"Zimmerer, V.C., Varley, R.A., Deamer, F., Hinzen, W.","42462737200; 7005990265; 56811582600; 15050535300","Factive and counterfactive interpretation of embedded clauses in aphasia and its relationship with lexical, syntactic and general cognitive capacities",2019,"Journal of Neurolinguistics",49,"",,29,44,,1,10.1016/j.jneuroling.2018.08.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85052133789&partnerID=40&md5=67489324a2afaaf35404257845bcf285",Article,Final,,Scopus,2-s2.0-85052133789
"Dabbagh, A.-R., Kamrani, E., Taherizadeh, M.R., Jahromi, M.S., Naderloo, R.","36951678500; 26667851800; 54901974800; 57210081220; 21834351700","Sexual system and Sexual dimorphism in the shrimp Arete indicus, symbiont with the sea urchin Echinometra mathaei in the Persian Gulf, Iran",2019,"Indian Journal of Geo-Marine Sciences",48,"2",,259,262,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065041715&partnerID=40&md5=cb4c6ba096bfe9f98941c839a40177dd",Article,Final,,Scopus,2-s2.0-85065041715
"Seiverling, L., Williams, K.E., Hendy, H.M., Adams, W., Yusupova, S., Kaczor, A.","35367140000; 9234674000; 6602523850; 57204731885; 56926603600; 57204724066","Sensory Eating Problems Scale (SEPS) for children: Psychometrics and associations with mealtime problems behaviors",2019,"Appetite",133,"",,223,230,,,10.1016/j.appet.2018.11.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85056893145&partnerID=40&md5=36359ac85423c5fde63a8e7e1acbd255",Article,Final,,Scopus,2-s2.0-85056893145
"Zajac, L., Raby, K.L., Dozier, M.","57203619567; 55345411800; 7004257744","Receptive Vocabulary Development of Children Placed in Foster Care and Children Who Remained With Birth Parents After Involvement With Child Protective Services",2019,"Child Maltreatment",24,"1",,107,112,,,10.1177/1077559518808224,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058637535&partnerID=40&md5=423074ea0013fa8a34e25da3ba2bf136",Article,Final,,Scopus,2-s2.0-85058637535
"Lim, J.-H., Park, C.-B.","57208002034; 57207992129","The immediate effects of foam roller with vibration on hamstring flexibility and jump performance in healthy adults",2019,"Journal of Exercise Rehabilitation",15,"1",,50,54,,2,10.12965/jer.1836560.280,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063475475&partnerID=40&md5=3bf3067b865d6f6c65f3fa3f6e99acd3",Article,Final,Open Access,Scopus,2-s2.0-85063475475
"Bernardo, G., Ruberti, M., Verona, R.","55940718900; 57203743982; 55532312300","Semi-strong inefficiency in the fixed odds betting market: Underestimating the positive impact of head coach replacement in the main European soccer leagues",2019,"Quarterly Review of Economics and Finance",71,"",,239,246,,1,10.1016/j.qref.2018.08.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85052788557&partnerID=40&md5=aadbe59a9429ebbf4abfc1394a0ce7a2",Article,Final,,Scopus,2-s2.0-85052788557
"Cao, W., Li, C., Zhang, J., Dong, D., Sun, X., Yao, S., Huang, B., Liu, J.","57203743104; 57204670094; 57196380530; 57193224827; 57202333091; 8248854300; 36087446500; 55940271700","Regional homogeneity abnormalities in early-onset and adolescent-onset conduct disorder in boys: A resting-state fMRI study",2019,"Frontiers in Human Neuroscience",13,"", 26,,,,,10.3389/fnhum.2019.00026,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85069454047&partnerID=40&md5=d7bb59feba7f2b0d38c16f412c69ae42",Article,Final,Open Access,Scopus,2-s2.0-85069454047
"Schwager, S., Berger, U., Glaeser, A., Strauss, B., Wick, K.","55356493300; 7101877046; 57205737378; 55455767700; 36731636500","Evaluation of “healthy learning. Together”, an easily applicable mental health promotion tool for students aged 9 to 18 years",2019,"International Journal of Environmental Research and Public Health",16,"3", 487,,,,,10.3390/ijerph16030487,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061398871&partnerID=40&md5=d853197dec691e55a30a1a462c0b1d2a",Article,Final,Open Access,Scopus,2-s2.0-85061398871
"Wyssen, A., Lao, J., Rodger, H., Humbel, N., Lennertz, J., Schuck, K., Isenschmid, B., Milos, G., Trier, S., Whinyates, K., Assion, H.-J., Ueberberg, B., Müller, J., Klauke, B., Teismann, T., Margraf, J., Juckel, G., Kossmann, C., Schneider, S., Caldara, R., Munsch, S.","57188623437; 55311454900; 36467151800; 57199700291; 57199728914; 36524027600; 25639494300; 6701657774; 57199725162; 57199714130; 6701828204; 57202728286; 57202729956; 36096670100; 25224099600; 56817347400; 7003930129; 57205645793; 7401903608; 8968458000; 8791093000","Facial Emotion Recognition Abilities in Women Experiencing Eating Disorders",2019,"Psychosomatic Medicine",81,"2",,155,164,,,10.1097/PSY.0000000000000664,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060946235&partnerID=40&md5=38fa309950aa8f389be8f7e6b89ad820",Article,Final,,Scopus,2-s2.0-85060946235
"Rodríguez, J.E., Marzo, J.C., Piqueras, J.A.","57199093084; 24503427900; 7102911672","Efficacy of sphincter control training (SCT) in the treatment of premature ejaculation, a new cognitive behavioral approach: A parallel-group randomized, controlled trial",2019,"PLoS ONE",14,"2", e0212274,,,,,10.1371/journal.pone.0212274,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062082421&partnerID=40&md5=18cf8014b4fcad761233c2f1ce7539e7",Article,Final,Open Access,Scopus,2-s2.0-85062082421
"Mosher, V., Swain, M., Pang, J., Kaplan, G., Sharkey, K., MacQueen, G., Goodyear, B.G.","57202905850; 35399343200; 56147570200; 10042831100; 57206413750; 26643050200; 6603591435","Primary biliary cholangitis patients exhibit MRI changes in structure and function of interoceptive brain regions",2019,"PLoS ONE",14,"2", e0211906,,,,1,10.1371/journal.pone.0211906,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061256721&partnerID=40&md5=703d4161e8db2ed425e3856e4af83b9a",Article,Final,Open Access,Scopus,2-s2.0-85061256721
"Parkinson, T.D., Kornelsen, J., Smith, S.D.","57195609322; 6506419533; 55574243615","Trait mindfulness and functional connectivity in cognitive and attentional resting state networks",2019,"Frontiers in Human Neuroscience",13,"", 112,,,,1,10.3389/fnhum.2019.00112,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85069533540&partnerID=40&md5=fa6b94ca84207209d9027ce3c4dc72f1",Article,Final,Open Access,Scopus,2-s2.0-85069533540
"Leite-Rossi, L.A., Saulino, H.H.L., Shimabukuro, E.M., Cunha-Santino, M.B., Trivinho-Strixino, S.","55364044100; 56289828300; 54899544400; 6506842650; 16418088600","Shredder Chironomid Diets Are Influenced by Decomposition Rates of Different Leaf Litter Species",2019,"Neotropical Entomology",48,"1",,38,49,,1,10.1007/s13744-018-0608-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061058524&partnerID=40&md5=0e7f47cb1c91473e9863fe60ba67f472",Article,Final,,Scopus,2-s2.0-85061058524
"Pakbaz, M., Hosseini, M.A., Aemmi, S.Z., Gholami, S.","57207994910; 55927147400; 55931890000; 57201844921","Effectiveness of the back school program on the low back pain and functional disability of Iranian nurse",2019,"Journal of Exercise Rehabilitation",15,"1",,134,138,,,10.12965/jer.1836542.271,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063512013&partnerID=40&md5=45568a93c09b8063f78d5270f264555d",Article,Final,Open Access,Scopus,2-s2.0-85063512013
"Iizuka, A., Suzuki, H., Ogawa, S., Kobayashi-Cuya, K.E., Kobayashi, M., Inagaki, H., Sugiyama, M., Awata, S., Takebayashi, T., Fujiwara, Y.","57200525529; 55602991300; 57190165887; 57200529379; 57200528903; 7202836761; 54925634300; 7003636771; 7005254181; 7402562097","Does social interaction influence the effect of cognitive intervention program? A randomized controlled trial using Go game",2019,"International Journal of Geriatric Psychiatry",34,"2",,324,332,,,10.1002/gps.5024,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058157226&partnerID=40&md5=84d7cb38dce118929d4820b316f7fd1b",Article,Final,Open Access,Scopus,2-s2.0-85058157226
"Nunzi, E., Camilloni, B., Daponte, P.","7003555983; 8289035100; 7005446324","A novel methodology based on serological data for improving precision in the influenza vaccine response of non-seroprotected",2019,"Measurement: Journal of the International Measurement Confederation",134,"",,6,14,,,10.1016/j.measurement.2018.10.040,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85055717962&partnerID=40&md5=0abe034df8ba495d3d5ef28df718fbf4",Article,Final,,Scopus,2-s2.0-85055717962
"Dean, B., Duncan, C., Gibbons, A.","35078289000; 57204158662; 25924986700","Changes in levels of cortical metabotropic glutamate 2 receptors with gender and suicide but not psychiatric diagnoses",2019,"Journal of Affective Disorders",244,"",,80,84,,,10.1016/j.jad.2018.10.088,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85054752643&partnerID=40&md5=d8ca8cc83d314614d199e0c4136b495e",Article,Final,,Scopus,2-s2.0-85054752643
"Widdershoven, R.L.A., Wichers, M., Kuppens, P., Hartmann, J.A., Menne-Lothmann, C., Simons, C.J.P., Bastiaansen, J.A.","57204149695; 36726052400; 6603332023; 37118669800; 55337360700; 57209521574; 24823759600","Effect of self-monitoring through experience sampling on emotion differentiation in depression",2019,"Journal of Affective Disorders",244,"",,71,77,,,10.1016/j.jad.2018.10.092,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85054654993&partnerID=40&md5=a8800797d68c2bf7aef01aae958e46f1",Article,Final,,Scopus,2-s2.0-85054654993
"Djimeu, E.W., Heard, A.C.","56082297700; 57189989172","Treatment of HIV among tuberculosis patients: A replication study of timing of antiretroviral therapy for HIV-1-associated tuberculosis",2019,"PLoS ONE",14,"2", e0210327,,,,,10.1371/journal.pone.0210327,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060952265&partnerID=40&md5=b75a3ba2f377aa16c2b9f3ccc1e3dae7",Article,Final,Open Access,Scopus,2-s2.0-85060952265
"Yang, S., Page, T., Zhao, Y.F.","56566856900; 57204735324; 57209321722","Understanding the role of additive manufacturing knowledge in stimulating design innovation for novice designers",2019,"Journal of Mechanical Design, Transactions of the ASME",141,"2", 021703,,,,,10.1115/1.4041928,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059061882&partnerID=40&md5=378eb76989364b8517124c9142388917",Article,Final,,Scopus,2-s2.0-85059061882
"Cohen, A.S., Fedechko, T.L., Schwartz, E.K., Le, T.P., Foltz, P.W., Bernstein, J., Cheng, J., Holmlund, T.B., Elvevåg, B.","35236804900; 57194338372; 57202657278; 57194344452; 6602295436; 7402304021; 57204216496; 37761509600; 6701427451","Ambulatory vocal acoustics, temporal dynamics, and serious mental illness",2019,"Journal of Abnormal Psychology",128,"2",,97,105,,,10.1037/abn0000397,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061045411&partnerID=40&md5=4f1080922810ba822e88185d7047c61d",Article,Final,,Scopus,2-s2.0-85061045411
"Hosseini, S.A.","55420255200","Decoding visual covert selective spatial attention based on magnetoencephalography signals",2019,"Biomedical Engineering - Applications, Basis and Communications",31,"1", 1950003,,,,,10.4015/S1016237219500030,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058804949&partnerID=40&md5=fb8097d004011fee110cda03d05ad8c8",Article,Final,,Scopus,2-s2.0-85058804949
"Mahmood, Z., Clark, J.M.R., Twamley, E.W.","57016403300; 57204040250; 6602326616","Compensatory Cognitive Training for psychosis: Effects on negative symptom subdomains",2019,"Schizophrenia Research",204,"",,397,400,,2,10.1016/j.schres.2018.09.024,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85054158762&partnerID=40&md5=2cfef567ec4b1a197790562ba8717d0b",Article,Final,,Scopus,2-s2.0-85054158762
"Groen, M.A., Veenendaal, N.J., Verhoeven, L.","24067047200; 56029500700; 6603731251","The role of prosody in reading comprehension: evidence from poor comprehenders",2019,"Journal of Research in Reading",42,"1",,37,57,,1,10.1111/1467-9817.12133,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060456769&partnerID=40&md5=2d259483d4599aec7340964f614b7cea",Article,Final,Open Access,Scopus,2-s2.0-85060456769
"Chieffo, N., Formisano, A.","57192897296; 54421738200","Geo-hazard-based approach for the estimation of seismic vulnerability and damage scenarios of the old city of senerchia (Avellino, Italy)",2019,"Geosciences (Switzerland)",9,"2", 59,,,,5,10.3390/geosciences9020059,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061711107&partnerID=40&md5=2d95e94f639a93df32e7e7ea3b6a0421",Article,Final,Open Access,Scopus,2-s2.0-85061711107
"Wang, Y.-Z., Han, Y., Zhao, J.-J., Du, Y., Zhou, Y., Liu, Y., Zhang, Y.-F., Li, L.","56487176500; 57206914403; 57191839293; 57206646188; 57188566938; 57206820567; 56685947600; 56487162100","Brain activity in patients with deficiency versus excess patterns of major depression: A task fMRI study",2019,"Complementary Therapies in Medicine",42,"",,292,297,,,10.1016/j.ctim.2018.12.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058385928&partnerID=40&md5=9e2525c72b00210e13adef1682f6e411",Article,Final,,Scopus,2-s2.0-85058385928
"Hamilton, K., Keech, J.J., Peden, A.E., Hagger, M.S.","57205289461; 57194164760; 32367835400; 6602134841","Protocol for developing a mental imagery intervention: A randomised controlled trial testing a novel implementation imagery e-health intervention to change driver behaviour during floods",2019,"BMJ Open",9,"2", e025565,,,,2,10.1136/bmjopen-2018-025565,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061305449&partnerID=40&md5=6c3880c4549bf6b5f37dcf00c7bdaee6",Article,Final,Open Access,Scopus,2-s2.0-85061305449
"Janeslätt, G., Ahlström, S.W., Granlund, M.","25627774700; 57204980008; 7004372742","Intervention in time-processing ability, daily time management and autonomy in children with intellectual disabilities aged 10–17 years – A cluster randomised trial",2019,"Australian Occupational Therapy Journal",66,"1",,110,120,,1,10.1111/1440-1630.12547,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058218284&partnerID=40&md5=23ff04180338a2a508f9a51592247aa2",Article,Final,,Scopus,2-s2.0-85058218284
